racha_actual,puntaje_estrategia,payout,ret_1m,ret_3m,ret_5m,slope_5m,rv_20,range_norm,bb_z,body_ratio,wick_imbalance,micro_trend_persist,close_0,close_1,close_2,close_3,close_4,close_5,close_6,close_7,close_8,close_9,close_10,close_11,close_12,close_13,close_14,close_15,close_16,close_17,close_18,close_19,row_has_proxy_features,row_train_eligible,result_bin
1.0,0.11031316405170728,0.95,-0.11239999999999994,-0.12439999999999998,-0.11959999999999996,0.009360349183539425,0.01848184901018901,0.06896360002101515,-0.8816,0.11239999999999994,-0.9404,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
1.0,0.11622821636839098,0.95,-0.14620000000000005,-0.13939999999999997,-0.14212,0.009806120088921292,0.019622396748589344,0.07535524524040667,-0.8572,0.14620000000000005,-0.9343,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-2.0,0.2838675294744628,0.9524999999999999,-0.3118000000000001,-0.31099999999999994,-0.31132,0.03912490606564845,0.10082122952697892,0.20954700766393863,-0.6886000000000001,0.3118000000000001,-0.86215,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-2.0,0.2840588292865159,0.9524999999999999,-0.31299999999999994,-0.3116,-0.31216,0.0391361006809589,0.10091588984140099,0.20976670140799186,-0.6877,0.31299999999999994,-0.861925,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-2.0,0.28461222974883726,0.9524999999999999,-0.3164,-0.3136,-0.31472,0.039165900195540365,0.10116826944123192,0.21039935441083615,-0.685,0.3164,-0.8612500000000001,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-2.0,0.21098971191641525,0.9524999999999999,-0.24200000000000002,-0.19200000000000003,-0.21200000000000002,0.0282348154663287,0.03820053178478089,0.12249613273050883,-0.7829999999999999,0.24200000000000002,-0.88575,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
2.0,0.21852569020853393,0.95,-0.09540000000000007,-0.21040000000000006,-0.16440000000000005,0.028061736679790856,0.11366068795423778,0.194730203864384,-0.8471,0.09540000000000007,-0.901775,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2.0,0.14443931788929915,0.95,0.09,0.28699999999999987,0.2081999999999999,0.01652721801638954,0.006851802697110609,0.05052773913090112,-0.8115000000000001,0.09,-0.8928750000000001,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
1.0,0.2333239768966275,0.95,-0.16579999999999998,-0.23379999999999995,-0.20659999999999995,0.02994604070472964,0.13275438888019575,0.21543681552632662,-0.8002,0.16579999999999998,-0.92005,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
-3.0,0.23932953467159523,0.9524999999999999,-0.17680000000000007,-0.24180000000000007,-0.21580000000000008,0.030010469191730716,0.1334552854809361,0.21738698276907956,-0.7907,0.17680000000000007,-0.857675,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
1.0,0.23452099895889528,0.95,-0.17340000000000003,-0.23939999999999997,-0.21300000000000002,0.02999089771551702,0.1332420281118395,0.21679234552035137,-0.7936,0.17340000000000003,-0.9184,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
1.0,0.23263751030530228,0.95,-0.16140000000000002,-0.23060000000000003,-0.20292000000000002,0.029920733501116712,0.13247997326746963,0.2146600583375808,-0.804,0.16140000000000002,-0.921,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
3.0,0.15419891601670957,0.95,-0.07099999999999994,-0.1186,-0.09955999999999998,0.020562890307816373,0.015325904763806908,0.05789710755901844,-0.9052,0.07099999999999994,-0.8863,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-1.0,0.10011193696107511,0.9550000000000001,-0.059200000000000016,-0.11060000000000002,-0.09004000000000001,0.00832398107507498,0.01594216407581861,0.057811879062803266,-0.9151,0.059200000000000016,-0.948775,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
-2.0,0.0847104759415128,0.9550000000000001,0.34180000000000005,-0.05980000000000004,0.10084000000000001,0.001791111254304562,0.002878465260940155,0.04071631672315194,-0.7991999999999999,0.34180000000000005,-0.8898,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
-1.0,0.13699893414950415,0.9550000000000001,0.36340000000000006,-0.04280000000000001,0.11968000000000001,0.015068781535429463,0.00420953047616035,0.0451230742841558,-0.7968999999999999,0.36340000000000006,-0.919225,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
-1.0,0.13471002294148018,0.9550000000000001,0.3522,-0.051599999999999965,0.10992000000000003,0.014663385944313044,0.0035091951722441284,0.04282054559871982,-0.7981,0.3522,-0.919525,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
4.0,0.09470389809513223,0.95,0.37120000000000003,-0.036599999999999966,0.12652000000000005,0.0028475416648748642,0.004699467432566995,0.04670894117378409,-0.7961,0.37120000000000003,-0.829025,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
-4.0,0.14327810081617082,0.954375,0.36340000000000006,-0.04280000000000001,0.11968000000000001,0.015068781535429463,0.00420953047616035,0.0451230742841558,-0.7968999999999999,0.36340000000000006,-0.829225,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
-3.0,0.14326350981365585,0.9537500000000001,0.29419999999999985,0.2278,0.2543599999999999,0.01084639095152927,0.022404716024431948,0.09995661486460881,-0.7390000000000001,0.29419999999999985,-0.84475,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-5.0,0.1571531439053324,0.9540630000000001,-0.08120000000000005,-0.065,-0.07148000000000002,0.017713061464511255,0.046197948726189875,0.11234107683530083,-0.9269,0.08120000000000005,-0.831725,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-1.0,0.14893839716698482,0.9550000000000001,-0.08719999999999999,-0.06900000000000006,-0.07628000000000003,0.0176075603615681,0.045743134501335825,0.11245456226118528,-0.9218999999999999,0.08719999999999999,-0.950475,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-2.0,0.1508843772386657,0.9550000000000001,-0.08120000000000005,-0.065,-0.07148000000000002,0.017713061464511255,0.046197948726189875,0.11234107683530083,-0.9269,0.08120000000000005,-0.921725,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-2.0,0.15061461856156538,0.9550000000000001,-0.07079999999999999,-0.05780000000000001,-0.063,0.017898939579585386,0.047007540731009656,0.11214473538467644,-0.9357,0.07079999999999999,-0.923925,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-2.0,0.15118023347848428,0.9550000000000001,-0.09219999999999999,-0.07239999999999995,-0.08031999999999997,0.017521222807113268,0.045373435593516254,0.11256509505298436,-0.9177000000000001,0.09219999999999999,-0.919425,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
1.0,0.34693866385925426,0.95,-0.5988,-0.5178,-0.5502,0.029494502958079035,0.04316574241950821,0.1840257646037812,-0.14628571428571424,0.5988,-0.7565714285714286,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
1.0,0.3496520552029958,0.95,-0.6056,-0.5234000000000001,-0.5562800000000001,0.029566694159717896,0.04346355253380352,0.18545642989044692,-0.12685714285714278,0.6056,-0.7517142857142857,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
1.0,0.3478110696829546,0.95,-0.601,-0.5196000000000001,-0.55216,0.029516893554110142,0.043257950544470236,0.18448155527045063,-0.14,0.601,-0.755,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
1.0,0.39695900594131617,0.95,0.8075999999999999,0.4369999999999999,0.58524,0.023150813208974455,0.07506892869517856,0.23445290864764326,0.45028571428571396,0.8075999999999999,-0.6074285714285715,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2.0,0.38664291750362345,0.95,0.6003999999999999,0.34840000000000004,0.44920000000000004,0.036900185040475736,0.08354543263251113,0.21974030959538457,-0.1417142857142859,0.6003999999999999,-0.7254285714285715,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2.0,0.38167218949295534,0.95,0.5880000000000001,0.3347999999999999,0.43607999999999997,0.03677670808463984,0.08267089404255734,0.2168500326817739,-0.17714285714285682,0.5880000000000001,-0.7342857142857142,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2.0,0.3809416380767405,0.95,0.5862,0.3325999999999999,0.43404,0.036757915249097016,0.08253852124877681,0.21640685640317006,-0.18228571428571416,0.5862,-0.7355714285714285,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2.0,0.19793408551736053,0.95,-0.20739999999999995,-0.19879999999999995,-0.20223999999999995,0.022922677856704606,0.07360702036559963,0.16703252028282492,-0.7969,0.20739999999999995,-0.889225,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2.0,0.1978736863116743,0.95,-0.20620000000000005,-0.19840000000000002,-0.20152000000000003,0.022932916744702866,0.07367208671292125,0.16697611946562455,-0.7977,0.20620000000000005,-0.889425,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
3.0,0.2171630494676012,0.95,0.3662,-0.05,0.11648000000000003,0.02924248250007037,0.04213769168907122,0.12740435612444698,-0.7919,0.3662,-0.8579749999999999,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
3.0,0.21803510402633872,0.95,0.30419999999999986,-0.09219999999999999,0.06635999999999996,0.029668993466409492,0.04388813609379527,0.12854242783866945,-0.8018000000000001,0.30419999999999986,-0.86045,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
3.0,0.17540071748458388,0.95,0.09120000000000004,-0.085,-0.014519999999999984,0.02146621521289452,0.06484887443690013,0.13917698819814467,-0.9118999999999999,0.09120000000000004,-0.887975,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
3.0,0.17427693122128915,0.95,0.07920000000000002,-0.09459999999999993,-0.02507999999999995,0.02129186720689882,0.06386357754750382,0.13782749929144994,-0.9131,0.07920000000000002,-0.888275,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
4.0,0.0950611888306348,0.95,0.12620000000000003,-0.10260000000000005,-0.011080000000000013,0.005395223980421612,0.009519299918776536,0.04624085873884296,-0.8855999999999999,0.12620000000000003,-0.8513999999999999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
4.0,0.1450611888306348,0.95,0.12620000000000003,-0.10260000000000005,-0.011080000000000013,0.017895223980421614,0.009519299918776536,0.04624085873884296,-0.8855999999999999,0.12620000000000003,-0.8513999999999999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
4.0,0.09441838336577425,0.95,0.10739999999999995,-0.11760000000000005,-0.02760000000000004,0.005325466009804762,0.009378539679264275,0.04556388765903645,-0.8875,0.10739999999999995,-0.8518749999999999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
4.0,0.14452440223469626,0.95,0.11,-0.11579999999999999,-0.025479999999999982,0.01783458025139329,0.009396900863795965,0.04567616485309598,-0.8871,0.11,-0.851775,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
4.0,0.09417279519254566,0.95,0.1,-0.12359999999999999,-0.03415999999999998,0.00529809552960565,0.009323454049671498,0.045305512818194456,-0.8882,0.1,-0.85205,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
5.0,0.22990796447067452,0.95,0.04659999999999997,0.13219999999999998,0.09795999999999998,0.03422234589019904,0.06631996435390752,0.14109080938387875,-0.9106000000000001,0.04659999999999997,-0.82765,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
5.0,0.2306436074294862,0.95,0.05819999999999993,0.1414,0.10811999999999997,0.034080136908932614,0.06549968605797696,0.14177533184871063,-0.9002,0.05819999999999993,-0.8250500000000001,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
5.0,0.2305482514335679,0.95,0.056800000000000066,0.14019999999999996,0.10684,0.03409728910184575,0.06559815685759385,0.14168552097936038,-0.9015,0.056800000000000066,-0.825375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
5.0,0.22983885445229893,0.95,0.04560000000000002,0.13140000000000002,0.09708000000000001,0.034233651799167014,0.06638555602253116,0.1410249524181853,-0.9115,0.04560000000000002,-0.827875,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
6.0,0.3165795829640384,0.95,-0.45640000000000003,-0.40259999999999996,-0.42412,0.027857163118195083,0.11174544515611318,0.23675419484626797,-0.5531428571428572,0.45640000000000003,-0.7082857142857143,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
6.0,0.31563239128964327,0.95,-0.45380000000000004,-0.4014,-0.42235999999999996,0.027842878997721723,0.11161282451827792,0.23635501370064949,-0.5605714285714285,0.45380000000000004,-0.7101428571428572,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
6.0,0.32303817248923894,0.95,-0.474,-0.41119999999999995,-0.43631999999999993,0.02796090677488959,0.11271298619744141,0.23954370649884102,-0.5028571428571429,0.474,-0.6957142857142857,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
-1.0,0.20412642007049756,0.95,-0.0664,-0.27379999999999993,-0.19083999999999995,0.025562203628974448,0.09219777076324465,0.17994195977350513,-0.8299000000000001,0.0664,-0.927475,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-1.0,0.20633226883145586,0.95,-0.08260000000000005,-0.28200000000000003,-0.20224000000000003,0.025642183373631874,0.0928224047875682,0.1824140015391024,-0.8177,0.08260000000000005,-0.924425,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-1.0,0.20736659000905758,0.95,-0.09019999999999996,-0.2858,-0.20755999999999997,0.025680241232555426,0.09312099337948787,0.18357388524680104,-0.812,0.09019999999999996,-0.923,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
-1.0,0.2862735913785594,0.9550000000000001,0.6541999999999999,0.4746000000000001,0.54644,0.015062713782313433,0.004198942616401968,0.10186706494592565,0.011999999999999567,0.6541999999999999,-0.7170000000000001,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-1.0,0.28569008683539654,0.9550000000000001,0.6530000000000001,0.47319999999999995,0.54512,0.015030924410540693,0.0041435250091432785,0.10149661831070485,0.008571428571428896,0.6530000000000001,-0.7178571428571427,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-1.0,0.28020321780780116,0.9550000000000001,0.6413999999999999,0.46139999999999987,0.5333999999999999,0.01474668657808224,0.0036519394405867267,0.09817543237769255,-0.02457142857142891,0.6413999999999999,-0.7261428571428572,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
1.0,0.09663987347212025,0.95,-0.04420000000000002,-0.03319999999999993,-0.03759999999999997,0.009205524196603485,0.018092653815383386,0.055554625934876686,-0.9613,0.04420000000000002,-0.960325,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
1.0,0.0947371398825396,0.95,-0.03540000000000006,-0.02739999999999995,-0.030599999999999995,0.009046954355048816,0.01769767784997822,0.053503278275228876,-0.9686,0.03540000000000006,-0.96215,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-2.0,0.10092323440828233,0.9524999999999999,-0.05379999999999995,-0.03959999999999994,-0.045279999999999945,0.009382012155172785,0.018536586890173345,0.05782038695918625,-0.9533,0.05379999999999995,-0.9283250000000001,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
1.0,0.1461757413564073,0.95,-0.04200000000000003,-0.03180000000000007,-0.03588000000000005,0.021667378461644248,0.017997303894167982,0.05505407845616455,-0.9631,0.04200000000000003,-0.9607749999999999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
1.0,0.14986062219026824,0.95,-0.05900000000000006,-0.04299999999999997,-0.0494,0.02197532759371186,0.01877317314191207,0.059030348729805754,-0.949,0.05900000000000006,-0.95725,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-2.0,0.15403988048257905,0.9524999999999999,-0.06799999999999998,-0.049200000000000015,-0.05672,0.022143040456048837,0.019201660342666238,0.06118648451206809,-0.9414,0.06799999999999998,-0.92535,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2.0,0.3333817717777284,0.95,0.5259999999999999,0.46,0.4864,0.03141946003161647,0.05164810661345043,0.1860746897218295,-0.3542857142857144,0.5259999999999999,-0.7785714285714286,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2.0,0.15584085287291843,0.95,-0.1464,-0.12159999999999997,-0.13151999999999997,0.017262221505064297,0.04427771438484218,0.11904459690658416,-0.866,0.1464,-0.9065,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
2.0,0.16214499322478426,0.95,-0.18560000000000001,-0.14480000000000004,-0.16112000000000004,0.017589428268515474,0.04566530648087075,0.12602626033669678,-0.8348,0.18560000000000001,-0.8987,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
1.0,0.3486960951580356,0.95,0.5674000000000001,0.4847999999999999,0.51784,0.03205424392553396,0.054711204042425354,0.19539944021610997,-0.23599999999999977,0.5674000000000001,-0.7789999999999999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
1.0,0.3567867155384568,0.95,0.5862,0.4968000000000001,0.53256,0.03237336071055725,0.056305346935168865,0.19990410390612984,-0.18228571428571416,0.5862,-0.7655714285714286,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
